PHONE_TYPE,RAM_STORAGE,NAIRA_PRICE,CITY,STATE,PHONE_CONDITION
Apple iPhone XS 64 GB Gold,NA,160000,Akure,Ondo State,Used
Apple iPhone XR 128 GB White,NA,185000,Port-Harcourt,Rivers State,Used
Apple iPhone 8 64 GB Gold,NA,80000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Rose Gold,NA,60000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Black,NA,150000,Obio-Akpor,Rivers State,Used
Apple iPhone 11 128 GB Red,NA,225000,Akure,Ondo State,Used
Samsung Galaxy Note 9 128 GB Blue,NA,135000,Alimosho,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
Apple iPhone 7 Plus 32 GB Red,NA,100000,Ikeja,Lagos State,Used
Apple iPhone XS Max 64 GB Black,NA,245000,Ikeja,Lagos State,Used
Apple iPhone 7 32 GB Rose Gold,NA,65000,Yaba,Lagos State,Used
New Apple iPhone 12 128 GB Red,NA,390000,Ikeja,Lagos State,Brand New
LG V60 ThinQ 128 GB Blue,NA,165000,Ojodu,Lagos State,Used
Apple iPhone XS 64 GB Black,NA,160000,Akure,Ondo State,Used
Apple iPhone 13 Pro 256 GB Gold,NA,600000,Ikeja,Lagos State,Used
Apple iPhone 8 64 GB White,NA,80000,Akure,Ondo State,Used
Apple iPhone XS 256 GB White,NA,200000,Port-Harcourt,Rivers State,Used
Apple iPhone XS 64 GB Gold,NA,160000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Black,NA,135000,Ikwerre,Rivers State,Used
Apple iPhone 11 128 GB Red,NA,230000,Akure,Ondo State,Used
Apple iPhone XS Max 64 GB Gold,NA,195000,Obio-Akpor,Rivers State,Used
Apple iPhone XS Max 256 GB Gold,NA,275000,Onitsha,Anambra State,Used
Apple iPhone XS Max 256 GB Gold,NA,255000,Ibadan,Oyo State,Used
Apple iPhone 8 64 GB White,NA,80000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Rose Gold,NA,60000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,NA,220000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Black,NA,155000,Ikwerre,Rivers State,Used
Apple iPhone XR 64 GB Pink,NA,155000,Eleme,Rivers State,Used
Samsung Galaxy Note 9 128 GB Blue,NA,135000,Alimosho,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
New Apple iPhone 13 Pro Max 256 GB Blue,NA,820000,Ikeja,Lagos State,Brand New
Apple iPhone 11 Pro Max 256 GB,NA,450000,Ikeja,Lagos State,Used
Apple iPhone 13 Pro Max 256 GB Silver,NA,695000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Black,NA,225000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Black,NA,185000,Wuse 2,Abuja (FCT) State,Used
Apple iPhone 11 64 GB Purple,NA,185000,Akure,Ondo State,Used
Apple iPhone XR 64 GB White,NA,160000,Akure,Ondo State,Used
Apple iPhone XS 64 GB Gold,NA,160000,Akure,Ondo State,Used
Apple iPhone XS 64 GB Black,NA,160000,Akure,Ondo State,Used
Apple iPhone 11 128 GB Red,NA,230000,Akure,Ondo State,Used
Apple iPhone XS 64 GB Black,NA,160000,Akure,Ondo State,Used
Apple iPhone XS 64 GB White,NA,160000,Akure,Ondo State,Used
Apple iPhone 11 128 GB Red,NA,230000,Akure,Ondo State,Used
Vivo V3 16 GB Gold,NA,25000,Osogbo,Osun State,Used
Apple iPhone XR 64 GB Black,NA,168000,Akure,Ondo State,Used
Apple iPhone 12 128 GB Blue,NA,360000,Port-Harcourt,Rivers State,Used
Apple iPhone XS 64 GB White,NA,160000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Black,NA,70000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Black,NA,155000,Oyigbo,Rivers State,Used
Apple iPhone 11 64 GB Black,NA,220000,Akure,Ondo State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
Apple iPhone XR 128 GB White,NA,205000,Ikeja,Lagos State,Used
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
Apple iPhone 7 Plus 32 GB Black,NA,100000,Ikeja,Lagos State,Used
New Apple iPhone 11 Pro 256 GB White,NA,415000,Ikeja,Lagos State,Brand New
New Apple iPhone 13 Pro 128 GB Gray,NA,650000,Ikeja,Lagos State,Brand New
Samsung Galaxy S10 Plus 128 GB Blue,NA,175000,Ikeja,Lagos State,Used
Apple iPhone 13 128 GB White,NA,380000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Yellow,NA,175000,Akure,Ondo State,Used
Apple iPhone XS 64 GB Gold,NA,160000,Eleme,Rivers State,Used
Apple iPhone XS Max 64 GB Gold,NA,195000,Oyigbo,Rivers State,Used
Apple iPhone 13 128 GB Blue,NA,470000,Ikeja,Lagos State,Used
New Apple iPhone 7 32 GB Black,NA,75000,Port-Harcourt,Rivers State,Brand New
Apple iPhone XS Max 64 GB Black,NA,220000,Akure,Ondo State,Used
Apple iPhone 11 Pro 64 GB Black,NA,270000,Ikeja,Lagos State,Used
Apple iPhone 7 32 GB Black,NA,60000,Oyigbo,Rivers State,Used
Apple iPhone XR 64 GB Black,NA,163000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Yellow,NA,165000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,NA,220000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Silver,NA,70000,Akure,Ondo State,Used
Apple iPhone XR 64 GB White,NA,160000,Akure,Ondo State,Used
Apple iPhone XR 64 GB White,NA,155000,Akure,Ondo State,Used
Apple iPhone XS 64 GB Black,NA,160000,Oyigbo,Rivers State,Used
Samsung Galaxy Note 9 128 GB Blue,NA,135000,Alimosho,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
Samsung Galaxy Note 8 128 GB Blue,NA,115000,Alimosho,Lagos State,Used
Apple iPhone 11 Pro Max 64 GB Gray,NA,330000,Ikeja,Lagos State,Used
New Apple iPhone 11 Pro Max 256 GB Green,NA,470000,Ikeja,Lagos State,Brand New
New Apple iPhone 12 64 GB,NA,385000,Ikeja,Lagos State,Brand New
New Google Pixel 6 128 GB,NA,430000,Wuse 2,Abuja (FCT) State,Brand New
Apple iPhone 11 128 GB Yellow,NA,240000,Ikeja,Lagos State,Used
Apple iPhone 7 32 GB Rose Gold,NA,60000,Akure,Ondo State,Used
New Apple iPhone 7 32 GB Black,NA,70000,Port-Harcourt,Rivers State,Brand New
New Apple iPhone 11 64 GB Red,NA,240000,Akure,Ondo State,Brand New
Apple iPhone XS 64 GB Gold,NA,170000,Akure,Ondo State,Used
New Apple iPhone 13 128 GB Pink,NA,490000,Ikeja,Lagos State,Brand New
Apple iPhone XS 64 GB Black,NA,160000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Rose Gold,NA,60000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Red,NA,160000,Ibadan,Oyo State,Used
Apple iPhone 12 128 GB Black,NA,340000,Wuse,Abuja (FCT) State,Used
Apple iPhone XR 64 GB Yellow,NA,160000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,NA,220000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Black,NA,70000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,NA,220000,Akure,Ondo State,Used
Apple iPhone 12 64 GB White,NA,340000,Port-Harcourt,Rivers State,Used
Apple iPhone XS 64 GB Black,NA,160000,Akure,Ondo State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
New Apple iPhone 13 Pro Max 256 GB Green,NA,770000,Ikeja,Lagos State,Brand New
Apple iPhone X 256 GB Black,NA,180000,Akure,Ondo State,Used
Apple iPhone 6s Plus 64 GB Pink,NA,85000,Ikeja,Lagos State,Used
Apple iPhone 11 Pro 64 GB Gray,NA,285000,Ikeja,Lagos State,Used
Apple iPhone XS Max 64 GB Gold,NA,215000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Black,NA,175000,Port-Harcourt,Rivers State,Used
Apple iPhone 11 64 GB Yellow,NA,214999,Port-Harcourt,Rivers State,Used
Apple iPhone XS 64 GB Gold,NA,160000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,NA,220000,Akure,Ondo State,Used
Apple iPhone XR 64 GB White,NA,155000,Akure,Ondo State,Used
Apple iPhone XS 64 GB Gold,NA,160000,Akure,Ondo State,Used
New Apple iPhone 7 128 GB Red,NA,78000,Port-Harcourt,Rivers State,Brand New
New Apple iPhone 11 64 GB Red,NA,275000,Akure,Ondo State,Brand New
Apple iPhone X 64 GB Black,NA,160000,Yenagoa,Bayelsa State,Used
Apple iPhone XR 64 GB Black,NA,135000,Akure,Ondo State,Used
Apple iPhone 11 128 GB Red,NA,230000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Orange,NA,160000,Port-Harcourt,Rivers State,Used
Apple iPhone XS 64 GB Gold,NA,160000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Silver,NA,60000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Yellow,NA,160000,Akure,Ondo State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
Samsung Galaxy Note 9 128 GB Blue,NA,135000,Alimosho,Lagos State,Used
Apple iPhone 7 Plus 32 GB Rose Gold,NA,95000,Akure,Ondo State,Used
Apple iPhone 8 64 GB White,NA,98000,Ikeja,Lagos State,Used
Apple iPhone 6s 32 GB,NA,65000,Ikeja,Lagos State,Used
New Google Pixel 6a 128 GB,NA,280000,Ikeja,Lagos State,Brand New
Apple iPhone 12 64 GB Red,NA,310000,Wuse,Abuja (FCT) State,Used
Apple iPhone XR 64 GB White,NA,163000,Magodo,Lagos State,Used
Apple iPhone XR 64 GB Yellow,NA,165000,Akure,Ondo State,Used
Apple iPhone XR 64 GB White,NA,155000,Akure,Ondo State,Used
Apple iPhone XS Max 64 GB Black,NA,220000,Akure,Ondo State,Used
Apple iPhone XS Max 64 GB Gold,NA,210000,Ikwerre,Rivers State,Used
Apple iPhone XS Max 64 GB Gold,NA,210000,Oyigbo,Rivers State,Used
New Apple iPhone 13 Pro Max 256 GB Black,NA,750000,Ojo,Lagos State,Brand New
Apple iPhone XR 64 GB Black,NA,170000,Akure,Ondo State,Used
Apple iPhone 12 Pro 128 GB Gray,NA,430000,Wuse 2,Abuja (FCT) State,Used
Apple iPhone 11 64 GB Black,NA,235000,Obio-Akpor,Rivers State,Used
Apple iPhone 8 256 GB Gold,NA,110000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Red,NA,185000,Port-Harcourt,Rivers State,Used
Apple iPhone 11 64 GB White,NA,220000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Black,NA,135000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Black,NA,155000,Akure,Ondo State,Used
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
Apple iPhone XR 128 GB White,NA,205000,Ikeja,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
New Apple iPhone 13 Pro Max 128 GB Gray,NA,650000,Agboyi/Ketu,Lagos State,Brand New
Apple iPhone X 64 GB Black,NA,140000,Akure,Ondo State,Used
Apple iPhone 12 64 GB Red,NA,300000,Ilorin West,Kwara State,Used
Apple iPhone 8 64 GB Black,NA,95000,Ikeja,Lagos State,Used
Apple iPhone 12 64 GB Red,NA,285000,Osogbo,Osun State,Used
Apple iPhone X 64 GB Silver,NA,157999,Ibadan,Oyo State,Used
Apple iPhone XR 64 GB Black,NA,155000,Akure,Ondo State,Used
Apple iPhone 8 64 GB White,NA,80000,Akure,Ondo State,Used
Apple iPhone XS Max 64 GB Gold,NA,195000,Obio-Akpor,Rivers State,Used
New Apple iPhone 11 Pro Max 64 GB Gold,NA,348000,Akure,Ondo State,Brand New
Apple iPhone 7 32 GB Rose Gold,NA,60000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Rose Gold,NA,70000,Akure,Ondo State,Used
Apple iPhone XS Max 64 GB Black,NA,220000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Red,NA,220000,Ikeja,Lagos State,Used
New Apple iPhone 11 Pro Max 64 GB Gold,NA,355000,Akure,Ondo State,Brand New
Apple iPhone 11 64 GB Black,NA,220000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Black,NA,135000,Akure,Ondo State,Used
Apple iPhone 8 64 GB White,NA,75000,Akungba,Ondo State,Used
Apple iPhone 11 64 GB Black,NA,230000,Oyigbo,Rivers State,Used
Apple iPhone XS 64 GB Black,NA,160000,Eleme,Rivers State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
Apple iPhone 11 Pro Max 64 GB Silver,NA,325000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Black,NA,250000,Akure,Ondo State,Used
Apple iPhone 12 128 GB Red,NA,350000,Wuse 2,Abuja (FCT) State,Used
Apple iPhone 11 64 GB White,NA,225000,Ilorin West,Kwara State,Used
Apple iPhone 7 Plus 256 GB Gold,NA,120000,Ikeja,Lagos State,Used
Apple iPhone XS 64 GB Gold,NA,160000,Akure,Ondo State,Used
Apple iPhone XS Max 64 GB Gold,NA,210000,Eleme,Rivers State,Used
Apple iPhone 11 128 GB Red,NA,230000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Black,NA,165000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Purple,NA,230000,Akure,Ondo State,Used
Apple iPhone XS 64 GB Gold,NA,175000,Port-Harcourt,Rivers State,Used
Apple iPhone 7 32 GB Black,NA,60000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Black,NA,155000,Akure,Ondo State,Used
New Apple iPhone XR 128 GB Red,NA,168000,Wuse 2,Abuja (FCT) State,Brand New
Apple iPhone XR 64 GB White,NA,205000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Black,NA,220000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Red,NA,160000,Akure,Ondo State,Used
Apple iPhone 11 Pro Max 256 GB White,NA,400000,Port-Harcourt,Rivers State,Used
Apple iPhone 11 128 GB Red,NA,230000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,NA,220000,Akure,Ondo State,Used
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
Apple iPhone 6s 32 GB Silver,NA,53000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Rose Gold,NA,70000,Akure,Ondo State,Used
Apple iPhone 7 Plus 128 GB Rose Gold,NA,100000,Ikeja,Lagos State,Used
Apple iPhone 11 128 GB White,NA,260000,Ikeja,Lagos State,Used
New Huawei Mate 10 Lite Dual SIM 64 GB Black,NA,45000,Ikeja,Lagos State,Brand New
Apple iPhone 8 64 GB White,NA,80000,Akure,Ondo State,Used
Apple iPhone 11 Pro 64 GB Green,NA,265000,Ikeja,Lagos State,Used
Apple iPhone 7 128 GB Gold,NA,85000,Ibadan,Oyo State,Used
Apple iPhone 12 64 GB Green,NA,330000,Port-Harcourt,Rivers State,Used
Apple iPhone XS 64 GB White,NA,160000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Gold,NA,78000,Ikeja,Lagos State,Used
Apple iPhone 12 128 GB Blue,NA,335000,Akure,Ondo State,Used
Apple iPhone XS 64 GB Gold,NA,160000,Akure,Ondo State,Used
Apple iPhone 11 64 GB,NA,220000,Ikeja,Lagos State,Used
Apple iPhone XS 64 GB Gold,NA,160000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,NA,185000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Purple,NA,220000,Akure,Ondo State,Used
Apple iPhone 13 128 GB Pink,NA,495000,Port-Harcourt,Rivers State,Used
Apple iPhone 8 64 GB White,NA,75000,Ondo / Ondo State,Ondo State,Used
New Apple iPhone 7 128 GB Pink,NA,80000,Port-Harcourt,Rivers State,Brand New
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
Apple iPhone XR 128 GB White,NA,205000,Ikeja,Lagos State,Used
New Apple iPhone 7 Plus 128 GB Gray,NA,134000,Ikeja,Lagos State,Brand New
Apple iPhone 8 64 GB Black,NA,85000,Akure,Ondo State,Used
Apple iPhone 6s Plus 32 GB Pink,NA,72000,Isolo,Lagos State,Used
Apple iPhone XR 64 GB Red,NA,150000,Ikeja,Lagos State,Used
Huawei Mate 10 Lite 64 GB,NA,45000,Ikeja,Lagos State,Used
Apple iPhone XS Max 64 GB Gold,NA,195000,Ikwerre,Rivers State,Used
Apple iPhone XR 64 GB White,NA,165000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Black,NA,220000,Eleme,Rivers State,Used
Apple iPhone 7 32 GB Rose Gold,NA,60000,Akure,Ondo State,Used
Apple iPhone XR 128 GB Yellow,NA,175000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,NA,220000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Black,NA,155000,Akure,Ondo State,Used
New Apple iPhone 7 128 GB Gold,NA,80000,Port-Harcourt,Rivers State,Brand New
iPhone 6S Plus Gray 128GB,NA,130000,Ikeja,Lagos State,Used
Apple iPhone 11 128 GB Pink,NA,280000,Port-Harcourt,Rivers State,Used
Apple iPhone XS 64 GB Black,NA,160000,Eleme,Rivers State,Used
Apple iPhone XS 64 GB Black,NA,160000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Black,NA,60000,Akure,Ondo State,Used
New Apple iPhone 7 32 GB Black,NA,74000,Port-Harcourt,Rivers State,Brand New
Apple iPhone XS 64 GB Black,NA,160000,Akure,Ondo State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
New Apple iPhone 13 Pro 256 GB Gold,NA,690000,Ikeja,Lagos State,Brand New
Apple iPhone XR 64 GB Black,NA,180000,Ondo / Ondo State,Ondo State,Used
Apple iPhone 12 Pro 256 GB Black,NA,430000,Ikeja,Lagos State,Used
Apple iPhone 6s Plus 64 GB Gold,NA,70000,Ilorin South,Kwara State,Used
Apple iPhone 12 Pro Max 128 GB Gold,NA,490000,Ibadan,Oyo State,Used
Apple iPhone 11 64 GB Green,NA,185000,Kaduna / Kaduna State,Kaduna State,Used
New Apple iPhone 8 Plus 64 GB White,NA,160000,Oruk Anam,Akwa Ibom State,Brand New
Apple iPhone XS 64 GB Black,NA,160000,Akure,Ondo State,Used
Apple iPhone 7 128 GB Black,NA,80000,Port-Harcourt,Rivers State,Used
Apple iPhone 11 128 GB Red,NA,230000,Akure,Ondo State,Used
Apple iPhone 11 128 GB Red,NA,220000,Akure,Ondo State,Used
New Apple iPhone 11 Pro Max 64 GB Gold,NA,385000,Akure,Ondo State,Brand New
New Apple iPhone 8 Plus 64 GB Red,NA,135000,Akure,Ondo State,Brand New
Apple iPhone 7 Plus 32 GB Gray,NA,95000,Ikeja,Lagos State,Used
New Apple iPhone XR 64 GB Blue,NA,175000,Enugu,Enugu State,Brand New
Apple iPhone 11 64 GB Black,NA,205000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Orange,NA,185000,Port-Harcourt,Rivers State,Used
Apple iPhone XS Max 64 GB Gold,NA,205000,Eleme,Rivers State,Used
Apple iPhone XS Max 64 GB Black,NA,225000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Black,NA,70000,Oyigbo,Rivers State,Used
New Google Pixel 7 Pro 256 GB White,4 GB,620000,Ikeja,Lagos State,Brand New
Samsung Galaxy S20 128 GB Gray,4 GB,220000,Ikeja,Lagos State,Used
New Google Pixel 7 128 GB Black,4 GB,380000,Ikeja,Lagos State,Brand New
Apple iPhone 6s 32 GB Silver,4 GB,53000,Akure,Ondo State,Used
New Apple iPhone 12 128 GB Blue,4 GB,410000,Epe,Lagos State,Brand New
Apple iPhone 6 Plus 16 GB Gray,4 GB,60000,Ikeja,Lagos State,Used
Apple iPhone 11 128 GB Red,4 GB,270000,Wuse 2,Abuja (FCT) State,Used
New Apple iPhone 14 Pro Max 256 GB,4 GB,1100000,Ikeja,Lagos State,Brand New
Apple iPhone XS Max 64 GB Black,4 GB,220000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Rose Gold,4 GB,70000,Ikwerre,Rivers State,Used
Apple iPhone XS 64 GB Gold,4 GB,160000,Akure,Ondo State,Used
Apple iPhone 7 Plus 32 GB Black,4 GB,85000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Purple,4 GB,220000,Akure,Ondo State,Used
Apple iPhone XS Max 64 GB Black,4 GB,220000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Rose Gold,4 GB,60000,Akure,Ondo State,Used
New Apple iPhone 7 128 GB Black,4 GB,80000,Port-Harcourt,Rivers State,Brand New
Apple iPhone XS Max 64 GB Silver,4 GB,215000,Ikeja,Lagos State,Used
Apple iPhone XS Max 64 GB Black,4 GB,225000,Akure,Ondo State,Used
Apple iPhone 11 64 GB White,4 GB,205000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Yellow,4 GB,160000,Akure,Ondo State,Used
New Apple iPhone X 64 GB Black,4 GB,175000,Akure,Ondo State,Brand New
Apple iPhone 13 Pro 128 GB Black,4 GB,600000,Port-Harcourt,Rivers State,Used
Apple iPhone XR 64 GB Red,4 GB,185000,Port-Harcourt,Rivers State,Used
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
Samsung Galaxy Note 9 128 GB Blue,NA,135000,Alimosho,Lagos State,Used
Samsung Galaxy Note 8 128 GB Blue,NA,115000,Alimosho,Lagos State,Used
Apple iPhone XS 64 GB White,NA,172000,Ikeja,Lagos State,Used
Apple iPhone XS Max 256 GB Black,NA,270000,Ikeja,Lagos State,Used
Apple iPhone XS Max 256 GB Gold,NA,240000,Wuse 2,Abuja (FCT) State,Used
Apple iPhone 12 Pro Max 128 GB,NA,490000,Ikeja,Lagos State,Used
Apple iPhone 11 Pro Max 64 GB Black,NA,315000,Ikeja,Lagos State,Used
Apple iPhone XS 64 GB Gold,NA,160000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Black,NA,150000,Akure,Ondo State,Used
Apple iPhone 11 128 GB Black,NA,275000,Ikeja,Lagos State,Used
Apple iPhone 13 512 GB Black,NA,560000,Port-Harcourt,Rivers State,Used
New Apple iPhone 7 128 GB Red,NA,79000,Port-Harcourt,Rivers State,Brand New
Apple iPhone XS 64 GB Black,NA,160000,Akure,Ondo State,Used
New Apple iPhone 11 128 GB Green,NA,360000,Ikeja,Lagos State,Brand New
Apple iPhone 11 Pro 64 GB Blue,NA,290000,Ikeja,Lagos State,Used
New Google Pixel 6a 128 GB White,NA,280000,Ikeja,Lagos State,Brand New
Apple iPhone XR 64 GB Black,NA,135000,Ikwerre,Rivers State,Used
Apple iPhone 11 64 GB Black,NA,200000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Purple,NA,220000,Akure,Ondo State,Used
Apple iPhone XS 64 GB Gold,NA,170000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Black,NA,135000,Akure,Ondo State,Used
Apple iPhone 12 Pro 128 GB Blue,NA,430000,Ikeja,Lagos State,Used
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
Samsung Galaxy Note 9 128 GB Blue,NA,135000,Alimosho,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
Apple iPhone XR 128 GB Red,NA,180000,Agege,Lagos State,Used
Apple iPhone 11 64 GB Silver,NA,225000,Ikeja,Lagos State,Used
Apple iPhone 6s 32 GB Gold,NA,54000,Ikeja,Lagos State,Used
Apple iPhone 11 128 GB Red,NA,235000,Ikeja,Lagos State,Used
Apple iPhone 11 128 GB Pink,NA,250000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Black,NA,155000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Blue,NA,170000,Port-Harcourt,Rivers State,Used
Apple iPhone 12 256 GB Red,NA,395000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Black,NA,220000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Rose Gold,NA,70000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Black,NA,170000,Akure,Ondo State,Used
Apple iPhone XS Max 64 GB Black,NA,220000,Akure,Ondo State,Used
Apple iPhone XS Max 64 GB Black,NA,220000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Purple,NA,170000,Ikeja,Lagos State,Used
Apple iPhone XS 64 GB Gold,NA,160000,Akure,Ondo State,Used
Apple iPhone 8 64 GB White,NA,80000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Yellow,NA,160000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Rose Gold,NA,60000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Black,NA,60000,Akure,Ondo State,Used
Apple iPhone X 64 GB White,NA,155000,Ibadan,Oyo State,Used
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
Samsung Galaxy Note 9 128 GB Blue,NA,135000,Alimosho,Lagos State,Used
Samsung Galaxy Note 8 128 GB Blue,NA,115000,Alimosho,Lagos State,Used
Apple iPhone X 64 GB Black,NA,145000,Akure,Ondo State,Used
Apple iPhone 6s 32 GB Silver,NA,53000,Akure,Ondo State,Used
Huawei Y6 Prime 32 GB Silver,NA,37500,Ikeja,Lagos State,Used
Apple iPhone 14 Pro 256 GB Blue,NA,950000,Wuse 2,Abuja (FCT) State,Used
